customer_id,registered_date,is_gross,is_valid,is_net,order_date
C433743L,2021-07-01,1,1,0,2021-08-18
C402534L,2021-08-06,1,1,1,2021-08-16
C864285L,2021-10-20,1,1,1,2021-10-19
C972737L,2021-07-21,1,1,0,2021-08-18
C331049L,2022-01-02,1,1,0,2022-01-21
C382868L,2021-07-07,1,1,0,2022-09-06
C166968L,2021-07-26,1,1,0,2021-08-17
C202398L,2022-08-18,1,0,0,2022-07-08
C323695L,2021-08-02,1,1,1,2021-08-24
C527394L,2021-09-14,1,1,0,2021-01-09
C398810L,2022-01-20,1,1,0,2022-01-23
C358152L,2022-02-24,1,1,1,2022-05-02
C950218L,2022-02-06,1,1,0,2022-02-02
C723722L,2022-05-03,1,1,0,2022-12-06
C994857L,2021-11-25,1,1,0,2022-07-06
C889753L,2021-11-14,1,0,0,2021-09-11
C919222L,2021-11-28,1,0,0,2021-11-27
C823220L,2021-12-25,1,1,1,2021-12-22
C624730L,2021-07-13,1,0,0,2021-07-19
C998847L,2022-07-03,1,0,0,2022-07-28
C980973L,2021-10-27,1,0,0,2021-02-11
C504512L,2021-11-17,1,1,1,2022-05-01
C872421L,2021-08-25,1,1,1,2022-05-04
C629570L,2021-10-04,1,1,1,2022-03-26
C441685L,2022-08-22,1,1,0,2022-07-08
C925474L,2021-07-22,1,1,0,2021-08-07
C485693L,2021-07-02,1,1,1,2022-03-29
C479492L,2022-05-19,1,0,0,2022-05-29
C162721L,2021-07-26,1,1,1,2021-08-11
C385646L,2021-11-05,1,0,0,2022-08-13
C807718L,2021-11-15,1,0,0,2021-11-14
C287218L,2021-08-27,1,1,1,2021-08-27
C404192L,2021-07-06,1,1,1,2021-11-26
C162721L,2021-07-26,1,1,1,2021-12-27
C239351L,2021-10-10,1,1,1,2021-10-25
C844766L,2021-09-19,1,1,1,2021-12-19
C163688L,2021-11-17,1,1,1,2022-02-01
C404192L,2021-07-06,1,1,1,2022-02-06
C872920L,2021-09-18,1,0,0,2022-08-03
C483469L,2021-07-26,1,0,0,2021-11-18
C986991L,2021-12-12,1,0,0,2021-08-12
C954117L,2022-01-18,1,0,0,2022-09-01
C738648L,2022-03-08,1,1,0,2022-07-16
C903932L,2021-11-02,1,1,1,2021-10-11
C483469L,2021-07-26,1,1,0,2021-11-16
C494276L,2021-11-20,1,0,0,2021-11-25
C477890L,2021-11-25,1,1,0,2022-07-19
C901131L,2022-01-02,1,1,1,2022-12-01
C694728L,2022-01-28,1,1,0,2022-09-01
C320667L,2021-11-11,1,0,0,2021-11-17
C717684L,2022-05-05,1,0,0,2022-05-22
C698317L,2021-12-14,1,0,0,2022-07-27
C488097L,2021-07-13,1,1,0,2021-07-25
C404142L,2021-11-08,1,1,1,2021-06-12
C621738L,2022-06-27,1,1,0,2022-06-29
C935675L,2021-09-09,1,1,1,2021-09-19
C551481L,2021-11-12,1,1,0,2022-01-07
C685669L,2021-07-24,1,0,0,2021-02-08
C294431L,2021-12-19,1,0,0,2021-06-12
C504588L,2021-09-01,1,1,0,2022-07-17
C992621L,2021-11-17,1,1,0,2022-07-02
C394914L,2021-12-07,1,1,0,2021-12-12
C731475L,2021-07-15,1,0,0,2021-07-13
C263949L,2021-11-15,1,1,1,2021-11-13
C180415L,2021-07-18,1,1,0,2021-01-07
C541932L,2022-06-05,1,1,0,2022-07-18
C344377L,2022-06-06,1,0,0,2022-09-06
C420548L,2021-09-06,1,1,1,2021-09-13
C727494L,2022-05-24,1,1,0,2022-05-29
C361180L,2021-08-05,1,1,1,2021-07-08
C992037L,2021-11-21,1,0,0,2021-08-11
C116160L,2022-05-05,1,0,0,2022-10-05
C471753L,2021-11-27,1,0,0,2022-02-15
C865334L,2022-04-24,1,0,0,2022-04-23
C247915L,2021-10-25,1,1,1,2021-06-10
C274456L,2021-11-28,1,1,1,2022-08-13
C972737L,2021-07-21,1,1,0,2021-11-08
C357173L,2022-08-01,1,1,1,2022-04-08
C949023L,2021-11-27,1,0,0,2021-12-19
C531952L,2022-06-16,1,0,0,2022-06-23
C988568L,2021-08-24,1,1,1,2021-12-19
C603530L,2021-07-28,1,0,0,2021-10-24
C247150L,2021-07-05,1,0,0,2022-06-07
C469380L,2022-06-15,1,1,0,2022-06-18
C766635L,2021-08-17,1,1,1,2021-08-24
C649461L,2021-07-21,1,1,1,2021-01-08
C320654L,2021-11-06,1,1,0,2021-08-12
C330571L,2022-01-21,1,0,0,2022-11-05
C939631L,2021-09-22,1,1,0,2021-10-16
C755090L,2021-08-22,1,1,1,2021-10-09
C600944L,2022-02-24,1,0,0,2022-06-04
C359839L,2021-08-16,1,1,1,2021-12-16
C553551L,2022-02-25,1,0,0,2022-05-02
C781213L,2021-08-23,1,1,0,2021-09-16
C994467L,2022-03-15,1,0,0,2022-09-04
C658145L,2021-07-13,1,0,0,2021-11-18
C522805L,2022-02-17,1,0,0,2022-02-18
C848357L,2021-07-02,1,1,1,2021-10-27
C605755L,2021-07-24,1,0,0,2021-07-09
C698097L,2021-07-15,1,1,1,2022-02-14
C511061L,2022-05-17,1,1,1,2022-06-19
C296709L,2022-02-18,1,1,1,2022-03-03
C862573L,2021-08-09,1,1,0,2021-08-18
C725701L,2022-02-02,1,1,1,2022-11-02
C868378L,2021-08-18,1,0,0,2021-08-16
C324310L,2021-08-01,1,1,1,2021-08-28
C545190L,2021-07-26,1,1,1,2021-07-18
C604951L,2021-09-19,1,1,0,2021-02-09
C805055L,2021-08-15,1,1,0,2022-07-24
C406990L,2021-09-12,1,0,0,2021-04-09
C331978L,2021-11-23,1,0,0,2022-12-08
C683691L,2022-03-13,1,0,0,2022-05-04
C972737L,2021-07-21,1,1,0,2021-10-19
C807422L,2021-11-22,1,1,0,2022-05-17
C482428L,2021-10-26,1,1,1,2021-09-11
C413128L,2022-07-25,1,1,1,2022-07-18
C880014L,2022-07-11,1,0,0,2022-07-13
C555100L,2021-12-19,1,1,1,2021-12-23
C557314L,2021-08-13,1,1,1,2021-08-22
C792602L,2021-09-21,1,1,1,2021-06-09
C550308L,2021-11-06,1,0,0,2021-11-27
C359839L,2021-08-16,1,1,1,2022-04-19
C506034L,2021-07-17,1,1,1,2021-07-17
C491779L,2022-06-23,1,1,0,2022-07-18
C248634L,2021-09-17,1,1,1,2022-07-17
C274718L,2021-07-17,1,1,1,2021-07-31
C180533L,2021-08-23,1,0,0,2021-09-29
C374672L,2021-07-17,1,1,0,2021-08-11
C684531L,2021-07-10,1,0,0,2021-07-20
C206125L,2021-08-19,1,0,0,2022-08-06
C399241L,2021-07-18,1,1,0,2022-07-05
C810568L,2022-05-10,1,0,0,2022-05-26
C454203L,2021-09-12,1,1,1,2021-12-09
C964914L,2022-04-12,1,1,1,2022-11-07
C299472L,2021-11-20,1,0,0,2022-05-29
C263996L,2021-07-13,1,1,1,2021-07-15
C835246L,2021-08-22,1,1,1,2021-05-08
C531871L,2022-07-03,1,1,0,2022-07-16
C306006L,2022-03-23,1,1,0,2022-07-03
C270876L,2022-02-15,1,1,0,2022-01-02
C404912L,2022-01-16,1,0,0,2022-02-20
C986391L,2021-09-28,1,0,0,2022-10-08
C974256L,2022-06-01,1,0,0,2022-06-20
C349194L,2021-11-11,1,1,0,2021-06-11
C476999L,2022-03-14,1,1,1,2022-10-05
C411258L,2021-09-17,1,0,0,2022-03-20
C378684L,2021-07-03,1,1,1,2022-04-27
C310022L,2021-11-12,1,1,0,2022-08-03
C694973L,2021-07-05,1,1,0,2021-07-16
C904633L,2022-05-19,1,0,0,2022-05-17
C500989L,2022-07-02,1,0,0,2022-07-30
C226151L,2021-07-04,1,0,0,2021-11-28
C501323L,2022-07-21,1,1,0,2022-07-23
C741634L,2021-07-09,1,1,0,2022-02-17
C299530L,2021-08-22,1,0,0,2021-08-28
C215028L,2021-12-05,1,1,0,2021-12-15
C875936L,2021-10-07,1,1,1,2022-07-01
C198982L,2021-09-24,1,1,1,2021-09-23
C985957L,2022-01-13,1,0,0,2022-01-15
C134052L,2022-08-13,1,1,1,2022-07-08
C613601L,2021-07-02,1,1,1,2021-05-11
C374672L,2021-07-17,1,1,0,2022-10-04
C594573L,2022-03-18,1,1,1,2022-11-03
C525405L,2021-07-24,1,1,1,2022-03-03
C432189L,2022-06-10,1,0,0,2022-06-16
C399834L,2021-10-26,1,0,0,2021-05-10
C531144L,2021-12-10,1,1,1,2021-12-17
C321785L,2022-02-11,1,0,0,2022-10-05
C683691L,2022-03-13,1,1,1,2022-04-18
C978527L,2022-01-03,1,0,0,2022-01-30
C241633L,2022-01-09,1,1,1,2022-01-17
C229632L,2021-07-07,1,1,0,2022-02-26
C421798L,2021-10-16,1,0,0,2021-10-26
C952778L,2021-07-15,1,0,0,2021-07-10
C821190L,2022-02-02,1,1,1,2022-02-26
C489601L,2022-01-17,1,1,0,2022-09-01
C881612L,2022-03-13,1,0,0,2022-04-13
C959097L,2021-08-16,1,1,1,2021-11-10
C194185L,2021-07-28,1,1,1,2021-07-13
C773709L,2021-11-08,1,1,1,2021-11-17
C609115L,2021-12-12,1,1,0,2021-07-12
C969315L,2021-07-09,1,1,0,2021-09-23
C396025L,2021-07-06,1,1,1,2021-06-07
C136019L,2022-02-10,1,1,1,2022-12-02
C625394L,2021-11-26,1,1,0,2021-12-23
C855607L,2022-06-01,1,1,1,2022-06-25
C900833L,2021-07-02,1,1,0,2022-05-28
C374672L,2021-07-17,1,1,0,2021-12-30
C242231L,2021-09-22,1,0,0,2022-01-13
C441523L,2022-01-21,1,1,1,2022-03-02
C563598L,2022-04-25,1,1,0,2022-04-27
C223799L,2021-11-22,1,0,0,2021-06-11
C573424L,2021-07-16,1,0,0,2021-07-24
C823189L,2021-07-16,1,1,1,2021-12-10
C902445L,2022-02-18,1,1,1,2022-02-25
C136210L,2021-09-21,1,1,1,2022-01-22
C676393L,2021-07-27,1,0,0,2022-03-14
C574921L,2021-09-25,1,1,1,2022-04-26
C601525L,2022-01-09,1,1,0,2022-06-29
C522216L,2022-05-12,1,1,0,2022-05-23
C909114L,2021-12-24,1,0,0,2021-12-16
C527307L,2021-10-04,1,1,0,2021-10-15
C573345L,2021-07-14,1,1,1,2022-07-15
C699837L,2022-01-27,1,1,1,2022-03-26
C902527L,2021-08-27,1,1,1,2021-04-08
C741634L,2021-07-09,1,1,1,2022-03-26
C588147L,2021-11-09,1,1,0,2021-11-21
C619471L,2021-07-02,1,0,0,2021-03-07
C955726L,2021-07-23,1,0,0,2021-01-07
C891022L,2021-09-08,1,1,1,2021-12-09
C560607L,2022-03-18,1,1,1,2022-03-19
C146794L,2022-05-21,1,1,1,2022-06-07
C249412L,2021-09-21,1,1,1,2022-12-05
C493986L,2021-07-26,1,1,0,2021-07-13
C975490L,2022-08-02,1,1,0,2022-05-08
C162721L,2021-07-26,1,1,0,2022-03-18
C275052L,2022-01-04,1,1,1,2022-05-05
C188448L,2022-05-18,1,1,0,2022-04-06
C576032L,2021-08-15,1,1,1,2021-11-09
C132488L,2021-12-09,1,0,0,2022-05-01
C931355L,2021-10-15,1,0,0,2021-10-29
C244068L,2022-04-25,1,1,1,2022-06-04
C652874L,2021-11-15,1,1,1,2022-05-03
C847874L,2021-10-27,1,1,1,2022-05-13
C618204L,2022-06-20,1,1,0,2022-06-29
C693323L,2022-05-18,1,1,1,2022-06-18
C603530L,2021-07-28,1,1,0,2021-09-20
C180913L,2021-07-20,1,1,1,2021-08-18
C378684L,2021-07-03,1,1,0,2022-02-15
C451335L,2022-06-11,1,0,0,2022-11-06
C506838L,2022-01-08,1,0,0,2022-01-02
C291014L,2021-11-08,1,1,1,2022-01-15
C780898L,2021-11-17,1,0,0,2022-04-27
C481253L,2021-07-26,1,1,1,2021-09-09
C752800L,2021-08-03,1,0,0,2021-02-08
C469899L,2021-09-28,1,1,1,2021-10-15
C162721L,2021-07-26,1,1,1,2022-12-01
C441237L,2021-07-19,1,1,1,2021-10-07
C334571L,2022-02-25,1,0,0,2022-03-03
C506704L,2021-11-27,1,0,0,2021-11-24
C487528L,2022-02-22,1,1,1,2022-02-18
C290251L,2022-07-16,1,1,1,2022-05-07
C655017L,2021-09-01,1,0,0,2022-05-05
C143245L,2022-04-10,1,1,0,2022-06-29
C118563L,2022-06-07,1,1,1,2022-11-06
C559026L,2022-05-17,1,1,1,2022-05-20
C314803L,2021-11-01,1,0,0,2022-08-07
C993393L,2021-07-28,1,1,0,2021-12-07
C525405L,2021-07-24,1,1,1,2022-02-26
C342440L,2021-07-24,1,1,1,2021-08-23
C587254L,2022-06-26,1,1,0,2022-07-16
C810915L,2021-12-16,1,1,1,2021-11-12
C766077L,2022-04-21,1,1,1,2022-04-23
C148479L,2021-12-22,1,1,0,2021-12-12
C481253L,2021-07-26,1,1,1,2021-10-10
C423808L,2021-10-09,1,1,1,2021-10-20
C652751L,2022-07-19,1,0,0,2022-07-25
C591135L,2021-11-25,1,1,0,2022-09-07
C603530L,2021-07-28,1,1,0,2021-04-08
C412936L,2021-07-16,1,1,1,2022-10-03
C714340L,2022-01-06,1,1,0,2022-06-26
C790408L,2021-11-01,1,0,0,2021-11-17
C255099L,2022-06-10,1,0,0,2022-06-28
C687663L,2021-09-10,1,1,1,2022-01-30
C111808L,2022-05-23,1,1,0,2022-05-13
C414907L,2022-07-26,1,0,0,2022-02-08
C729711L,2022-02-03,1,1,0,2022-03-30
C635495L,2021-12-07,1,0,0,2022-11-05
C283866L,2021-07-18,1,1,0,2021-09-26
C444616L,2021-12-21,1,0,0,2022-10-02
C985354L,2021-10-02,1,1,0,2021-11-11
C949083L,2021-11-08,1,0,0,2022-04-23
C458563L,2022-06-13,1,1,1,2022-06-06
C312529L,2021-09-09,1,1,0,2022-02-05
C985612L,2022-01-28,1,0,0,2022-01-31
C389745L,2021-12-25,1,1,0,2021-12-25
C531144L,2021-12-10,1,1,1,2022-06-20
C814229L,2021-07-13,1,1,1,2021-11-16
C995583L,2022-03-02,1,0,0,2022-03-21
C142435L,2021-10-05,1,1,0,2022-05-29
C717221L,2021-07-13,1,0,0,2021-11-16
C374672L,2021-07-17,1,1,1,2022-03-24
C251306L,2021-11-07,1,0,0,2021-11-30
C407736L,2021-07-08,1,1,1,2022-09-07
C479915L,2022-01-22,1,1,1,2022-10-01
C398448L,2022-01-12,1,1,1,2022-01-20
C357709L,2021-09-26,1,1,1,2021-09-14
C267737L,2021-11-15,1,1,1,2021-07-12
C992621L,2021-11-17,1,1,0,2022-03-02
C853448L,2022-05-05,1,1,1,2022-03-07
C241017L,2021-07-28,1,1,1,2021-12-07
C216417L,2021-12-03,1,1,1,2021-12-21
C273843L,2022-04-20,1,1,1,2022-03-04
C862619L,2022-03-03,1,1,1,2022-04-22
C218616L,2021-07-19,1,1,1,2021-12-19
C560369L,2022-07-24,1,1,0,2022-07-14
C777089L,2021-08-01,1,0,0,2021-10-08
C953171L,2021-07-18,1,1,1,2021-07-17
C268365L,2022-07-21,1,1,1,2022-09-07
C215074L,2021-09-13,1,0,0,2021-11-10
C499919L,2021-12-05,1,1,1,2022-01-21
C405631L,2021-11-05,1,0,0,2021-03-12
C836000L,2022-06-12,1,1,0,2022-06-28
C564260L,2022-02-23,1,1,0,2022-03-17
C838657L,2022-01-13,1,0,0,2022-04-28
C128765L,2021-11-07,1,1,1,2022-12-08
C508330L,2022-07-16,1,1,1,2022-09-07
C140984L,2021-07-13,1,0,0,2021-07-20
C143684L,2021-07-05,1,1,1,2021-10-21
C160662L,2022-02-14,1,0,0,2022-02-16
C425949L,2021-08-08,1,1,1,2021-03-08
C914093L,2021-07-04,1,1,1,2021-12-08
C942248L,2021-08-17,1,0,0,2021-10-08
C395230L,2021-11-16,1,1,0,2021-11-16
C349501L,2021-07-02,1,1,0,2021-01-09
C238059L,2021-09-14,1,0,0,2021-10-09
C654035L,2021-07-08,1,0,0,2021-05-07
C547048L,2022-01-23,1,1,0,2022-03-06
C200115L,2021-07-12,1,1,0,2021-09-30
C610697L,2021-07-01,1,1,1,2021-07-13
C196682L,2022-05-09,1,1,1,2022-05-25
C499900L,2021-09-23,1,0,0,2021-09-25
C942292L,2021-08-16,1,1,1,2022-02-18
C525088L,2021-07-25,1,0,0,2021-08-07
C363466L,2021-11-24,1,0,0,2021-11-13
C676393L,2021-07-27,1,0,0,2021-10-09
C395899L,2021-12-16,1,1,0,2022-01-18
C156665L,2022-03-22,1,0,0,2022-08-04
C158367L,2021-07-16,1,1,0,2021-10-19
C346638L,2021-09-25,1,0,0,2021-06-10
C121106L,2021-07-04,1,1,1,2021-12-27
C361277L,2021-08-05,1,1,1,2021-08-31
C675381L,2021-10-03,1,1,1,2021-06-10
C539850L,2022-01-14,1,1,1,2022-01-26
C244418L,2021-09-01,1,0,0,2021-09-29
C154874L,2021-07-21,1,1,1,2021-12-11
C527307L,2021-10-04,1,0,0,2022-08-03
C165124L,2022-04-01,1,1,1,2022-11-05
C574758L,2022-07-26,1,1,1,2022-07-08
C220911L,2021-09-18,1,1,1,2022-01-24
C117901L,2022-07-10,1,1,1,2022-07-22
C565100L,2022-05-07,1,1,0,2022-08-08
C513311L,2021-11-23,1,1,1,2022-06-08
C741634L,2021-07-09,1,1,0,2021-04-11
C506825L,2021-07-10,1,1,1,2022-12-04
C115342L,2022-06-17,1,0,0,2022-06-21
C720927L,2021-07-17,1,1,1,2021-12-08
C776900L,2021-08-08,1,0,0,2021-12-08
C596112L,2022-07-02,1,1,1,2022-07-24
C933325L,2021-11-12,1,0,0,2021-11-22
C943785L,2022-06-24,1,1,0,2022-06-24
C188782L,2021-07-20,1,1,0,2022-05-06
C349501L,2021-07-02,1,1,0,2021-05-09
C796146L,2021-08-21,1,1,1,2021-09-20
C210105L,2021-11-10,1,0,0,2022-07-01
C370659L,2021-08-05,1,1,0,2021-08-16
C358518L,2021-08-19,1,1,1,2021-10-08
C790532L,2021-11-26,1,1,1,2021-11-27
C813497L,2022-05-14,1,1,0,2022-05-24
C893754L,2021-07-03,1,1,0,2022-06-03
C517976L,2022-06-13,1,0,0,2022-06-24
C484667L,2021-07-14,1,0,0,2021-07-15
C509164L,2021-07-15,1,1,1,2021-12-18
C283740L,2022-05-03,1,0,0,2022-05-16
C220767L,2022-02-19,1,1,0,2022-08-02
C164245L,2021-08-14,1,1,1,2021-09-09
C573426L,2022-07-07,1,1,1,2022-11-07
C426893L,2021-09-22,1,1,1,2021-09-20
C144948L,2021-08-12,1,1,1,2021-08-25
C447557L,2021-08-07,1,0,0,2021-10-28
C322598L,2022-05-17,1,0,0,2022-03-05
C404192L,2021-07-06,1,1,1,2021-09-09
C603530L,2021-07-28,1,1,1,2021-07-25
C388719L,2022-05-24,1,0,0,2022-06-23
C352487L,2021-07-24,1,1,1,2021-04-10
C394803L,2021-10-08,1,0,0,2021-08-10
C510008L,2021-11-08,1,1,0,2021-11-26
C922780L,2021-09-17,1,1,1,2022-02-14
C118268L,2022-02-20,1,1,1,2022-09-04
C757268L,2022-03-28,1,0,0,2022-03-16
C968962L,2021-11-09,1,1,1,2021-11-17
C283866L,2021-07-18,1,1,0,2021-08-22
C923141L,2022-05-08,1,0,0,2022-07-20
C995819L,2022-07-21,1,1,0,2022-07-23
C890940L,2021-09-28,1,1,1,2021-11-21
C543271L,2021-10-21,1,0,0,2021-06-11
C422171L,2022-04-22,1,1,0,2022-04-15
C333323L,2021-07-11,1,1,1,2021-07-22
C378684L,2021-07-03,1,1,1,2021-12-20
C481492L,2022-07-15,1,1,0,2022-07-26
C671834L,2021-11-04,1,1,0,2022-06-19
C193256L,2022-05-06,1,1,0,2022-05-31
C208458L,2021-10-10,1,1,1,2021-12-11
C782890L,2022-07-14,1,1,0,2022-07-07
C164598L,2021-10-23,1,1,1,2021-12-21
C354051L,2022-01-02,1,0,0,2022-02-14
C515428L,2021-08-22,1,1,1,2021-08-26
C869172L,2022-01-20,1,1,1,2022-03-18
C904399L,2022-05-16,1,1,0,2022-04-05
C942237L,2021-09-11,1,0,0,2021-12-09
C177455L,2021-11-05,1,1,1,2022-06-21
C453900L,2021-10-14,1,1,0,2021-10-18
C122065L,2021-11-05,1,1,0,2022-12-08
C864263L,2022-03-28,1,1,1,2022-03-30
C862302L,2022-01-24,1,0,0,2022-03-22
